"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","workerId","interview_date","handedness","version","difficulty","max_strikes","max_streaks","index","deck_contingencies","streak","strike","key_press","reward_type","reversal_type","reward_tally","rating_random","rating_sabotage"
"245","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","1","html-keyboard-response","429","272927","0.0-9.0-1.136","","","","","","","","","","","","","","","","",""
"245","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/outcome/scaled_lose.jpg'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","1","html-keyboard-response","430","273930","0.0-9.0-2.136","333","02/20/2024","","sabotage","easy-hard","2","9","137","[0.4,0.8,0.2]","0","0","49","","false","7700","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","431","274432","0.0-9.0-0.137","","","","","","","","","","","","","","","","",""
"219","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","3","html-keyboard-response","432","274654","0.0-9.0-1.137","","","","","","","","","","","","","","","","",""
"219","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/outcome/scaled_lose.jpg'>
                </div>","3","html-keyboard-response","433","275658","0.0-9.0-2.137","333","02/20/2024","","sabotage","easy-hard","2","9","138","[0.4,0.8,0.2]","1","0","51","","false","7650","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","434","276160","0.0-9.0-0.138","","","","","","","","","","","","","","","","",""
"354","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","2","html-keyboard-response","435","276516","0.0-9.0-1.138","","","","","","","","","","","","","","","","",""
"354","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/outcome/scaled_lose.jpg'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","2","html-keyboard-response","436","277520","0.0-9.0-2.138","333","02/20/2024","","sabotage","easy-hard","2","9","139","[0.4,0.8,0.2]","1","1","50","","false","7600","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","437","278022","0.0-9.0-0.139","","","","","","","","","","","","","","","","",""
"199","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","1","html-keyboard-response","438","278223","0.0-9.0-1.139","","","","","","","","","","","","","","","","",""
"199","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/outcome/scaled_win.jpg'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","1","html-keyboard-response","439","279226","0.0-9.0-2.139","333","02/20/2024","","sabotage","easy-hard","2","9","140","[0.4,0.8,0.2]","1","2","49","","false","7700","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","440","279728","0.0-9.0-0.140","","","","","","","","","","","","","","","","",""
"356","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","1","html-keyboard-response","441","280086","0.0-9.0-1.140","","","","","","","","","","","","","","","","",""
"356","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/outcome/scaled_lose.jpg'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","1","html-keyboard-response","442","281090","0.0-9.0-2.140","333","02/20/2024","","sabotage","easy-hard","2","9","141","[0.4,0.8,0.2]","0","0","49","","false","7650","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","443","281592","0.0-9.0-0.141","","","","","","","","","","","","","","","","",""
"227","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","3","html-keyboard-response","444","281822","0.0-9.0-1.141","","","","","","","","","","","","","","","","",""
"227","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/outcome/scaled_win.jpg'>
                </div>","3","html-keyboard-response","445","282825","0.0-9.0-2.141","333","02/20/2024","","sabotage","easy-hard","2","9","142","[0.4,0.8,0.2]","1","0","51","","false","7750","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","446","283326","0.0-9.0-0.142","","","","","","","","","","","","","","","","",""
"285","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","3","html-keyboard-response","447","283614","0.0-9.0-1.142","","","","","","","","","","","","","","","","",""
"285","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/outcome/scaled_win.jpg'>
                </div>","3","html-keyboard-response","448","284617","0.0-9.0-2.142","333","02/20/2024","","sabotage","easy-hard","2","9","143","[0.4,0.8,0.2]","2","0","51","","false","7850","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","449","285119","0.0-9.0-0.143","","","","","","","","","","","","","","","","",""
"291","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","3","html-keyboard-response","450","285411","0.0-9.0-1.143","","","","","","","","","","","","","","","","",""
"291","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/outcome/scaled_win.jpg'>
                </div>","3","html-keyboard-response","451","286415","0.0-9.0-2.143","333","02/20/2024","","sabotage","easy-hard","2","9","144","[0.4,0.8,0.2]","3","0","51","","false","7950","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","452","286917","0.0-9.0-0.144","","","","","","","","","","","","","","","","",""
"263","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","3","html-keyboard-response","453","287182","0.0-9.0-1.144","","","","","","","","","","","","","","","","",""
"263","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/outcome/scaled_win.jpg'>
                </div>","3","html-keyboard-response","454","288186","0.0-9.0-2.144","333","02/20/2024","","sabotage","easy-hard","2","9","145","[0.4,0.8,0.2]","4","0","51","","false","8050","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","455","288688","0.0-9.0-0.145","","","","","","","","","","","","","","","","",""
"280","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","3","html-keyboard-response","456","288970","0.0-9.0-1.145","","","","","","","","","","","","","","","","",""
"280","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/outcome/scaled_win.jpg'>
                </div>","3","html-keyboard-response","457","289975","0.0-9.0-2.145","333","02/20/2024","","sabotage","easy-hard","2","9","146","[0.4,0.8,0.2]","5","0","51","","false","8150","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","458","290476","0.0-9.0-0.146","","","","","","","","","","","","","","","","",""
"206","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","3","html-keyboard-response","459","290684","0.0-9.0-1.146","","","","","","","","","","","","","","","","",""
"206","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/outcome/scaled_win.jpg'>
                </div>","3","html-keyboard-response","460","291688","0.0-9.0-2.146","333","02/20/2024","","sabotage","easy-hard","2","9","147","[0.4,0.8,0.2]","6","0","51","","false","8250","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","461","292190","0.0-9.0-0.147","","","","","","","","","","","","","","","","",""
"209","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","3","html-keyboard-response","462","292401","0.0-9.0-1.147","","","","","","","","","","","","","","","","",""
"209","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/outcome/scaled_lose.jpg'>
                </div>","3","html-keyboard-response","463","293404","0.0-9.0-2.147","333","02/20/2024","","sabotage","easy-hard","2","9","148","[0.4,0.8,0.2]","7","0","51","","false","8200","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","464","293906","0.0-9.0-0.148","","","","","","","","","","","","","","","","",""
"296","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","3","html-keyboard-response","465","294490","0.0-9.0-1.148","","","","","","","","","","","","","","","","",""
"296","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/outcome/scaled_win.jpg'>
                </div>","3","html-keyboard-response","466","295494","0.0-9.0-2.148","333","02/20/2024","","sabotage","easy-hard","2","9","149","[0.4,0.8,0.2]","8","0","51","","false","8300","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","467","295995","0.0-9.0-0.149","","","","","","","","","","","","","","","","",""
"203","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","3","html-keyboard-response","468","296200","0.0-9.0-1.149","","","","","","","","","","","","","","","","",""
"203","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/outcome/scaled_lose.jpg'>
                </div>","3","html-keyboard-response","469","297204","0.0-9.0-2.149","333","02/20/2024","","sabotage","easy-hard","2","9","150","[0.4,0.8,0.2]","0","0","51","","false","8250","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","470","297706","0.0-9.0-0.150","","","","","","","","","","","","","","","","",""
"201","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","2","html-keyboard-response","471","297909","0.0-9.0-1.150","","","","","","","","","","","","","","","","",""
"201","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/outcome/scaled_win.jpg'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","2","html-keyboard-response","472","298914","0.0-9.0-2.150","333","02/20/2024","","sabotage","easy-hard","2","9","151","[0.4,0.8,0.2]","1","0","50","","false","8350","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","473","299416","0.0-9.0-0.151","","","","","","","","","","","","","","","","",""
"248","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","1","html-keyboard-response","474","299667","0.0-9.0-1.151","","","","","","","","","","","","","","","","",""
"248","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/outcome/scaled_lose.jpg'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","1","html-keyboard-response","475","300671","0.0-9.0-2.151","333","02/20/2024","","sabotage","easy-hard","2","9","152","[0.4,0.8,0.2]","1","1","49","","false","8300","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","476","301172","0.0-9.0-0.152","","","","","","","","","","","","","","","","",""
"250","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","3","html-keyboard-response","477","301425","0.0-9.0-1.152","","","","","","","","","","","","","","","","",""
"250","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/outcome/scaled_win.jpg'>
                </div>","3","html-keyboard-response","478","302428","0.0-9.0-2.152","333","02/20/2024","","sabotage","easy-hard","2","9","153","[0.4,0.8,0.2]","1","2","51","","false","8400","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","479","302930","0.0-9.0-0.153","","","","","","","","","","","","","","","","",""
"216","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","2","html-keyboard-response","480","303148","0.0-9.0-1.153","","","","","","","","","","","","","","","","",""
"216","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/outcome/scaled_win.jpg'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","2","html-keyboard-response","481","304152","0.0-9.0-2.153","333","02/20/2024","","sabotage","easy-hard","2","9","154","[0.4,0.8,0.2]","2","2","50","","false","8500","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","482","304654","0.0-9.0-0.154","","","","","","","","","","","","","","","","",""
"352","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","2","html-keyboard-response","483","305009","0.0-9.0-1.154","","","","","","","","","","","","","","","","",""
"352","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/outcome/scaled_lose.jpg'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","2","html-keyboard-response","484","306012","0.0-9.0-2.154","333","02/20/2024","","sabotage","easy-hard","2","9","155","[0.4,0.8,0.2]","3","2","50","","false","8450","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","485","306514","0.0-9.0-0.155","","","","","","","","","","","","","","","","",""
"381","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","3","html-keyboard-response","486","306896","0.0-9.0-1.155","","","","","","","","","","","","","","","","",""
"381","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/outcome/scaled_lose.jpg'>
                </div>","3","html-keyboard-response","487","307899","0.0-9.0-2.155","333","02/20/2024","","sabotage","easy-hard","2","9","156","[0.4,0.8,0.2]","0","0","51","","false","8400","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","488","308401","0.0-9.0-0.156","","","","","","","","","","","","","","","","",""
"352","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","1","html-keyboard-response","489","308755","0.0-9.0-1.156","","","","","","","","","","","","","","","","",""
"352","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/outcome/scaled_lose.jpg'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","1","html-keyboard-response","490","309759","0.0-9.0-2.156","333","02/20/2024","","sabotage","easy-hard","2","9","157","[0.4,0.8,0.2]","0","1","49","","false","8350","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","491","310260","0.0-9.0-0.157","","","","","","","","","","","","","","","","",""
"336","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","2","html-keyboard-response","492","310598","0.0-9.0-1.157","","","","","","","","","","","","","","","","",""
"336","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/outcome/scaled_win.jpg'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","2","html-keyboard-response","493","311602","0.0-9.0-2.157","333","02/20/2024","","sabotage","easy-hard","2","9","158","[0.4,0.8,0.2]","1","1","50","","false","8450","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","494","312103","0.0-9.0-0.158","","","","","","","","","","","","","","","","",""
"311","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","2","html-keyboard-response","495","312417","0.0-9.0-1.158","","","","","","","","","","","","","","","","",""
"311","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/outcome/scaled_lose.jpg'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","2","html-keyboard-response","496","313421","0.0-9.0-2.158","333","02/20/2024","","sabotage","easy-hard","2","9","159","[0.4,0.8,0.2]","2","1","50","","false","8400","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","497","313922","0.0-9.0-0.159","","","","","","","","","","","","","","","","",""
"365","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","2","html-keyboard-response","498","314290","0.0-9.0-1.159","","","","","","","","","","","","","","","","",""
"365","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/outcome/scaled_lose.jpg'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","2","html-keyboard-response","499","315292","0.0-9.0-2.159","333","02/20/2024","","sabotage","easy-hard","2","9","160","[0.4,0.8,0.2]","3","1","50","","false","8350","",""
"3268","","","survey-multi-choice","500","318563","0.0-10.0","333","02/20/2024","","sabotage","","","","","","","","","","","","unsure",""
"1576","","","survey-multi-choice","501","320143","0.0-11.0","333","02/20/2024","","sabotage","","","","","","","","","","","","","unsure"
"null","
<div class='data-save-animation'>
    <p>Data saving...</p>
    <div class=""sk-cube-grid"">
        <div class=""sk-cube sk-cube1""></div>
        <div class=""sk-cube sk-cube2""></div>
        <div class=""sk-cube sk-cube3""></div>
        <div class=""sk-cube sk-cube4""></div>
        <div class=""sk-cube sk-cube5""></div>
        <div class=""sk-cube sk-cube6""></div>
        <div class=""sk-cube sk-cube7""></div>
        <div class=""sk-cube sk-cube8""></div>
        <div class=""sk-cube sk-cube9""></div>
    </div>
    <p>Do not close this window until the text disappears.</p>
</div>","null","html-keyboard-response","502","325147","0.0-12.0","","","","","","","","","","","","","","","","",""
